text,number,input_seq,target,input_seq_padded
six thousand one hundred and forty five,6145,"[6, 1000, 1, 100, 0, 40, 5]",6145.0,"[6, 1000, 1, 100, 0, 40, 5]"
six thousand one hundred and forty six,6146,"[6, 1000, 1, 100, 0, 40, 6]",6146.0,"[6, 1000, 1, 100, 0, 40, 6]"
six thousand one hundred and forty seven,6147,"[6, 1000, 1, 100, 0, 40, 7]",6147.0,"[6, 1000, 1, 100, 0, 40, 7]"
six thousand one hundred and forty eight,6148,"[6, 1000, 1, 100, 0, 40, 8]",6148.0,"[6, 1000, 1, 100, 0, 40, 8]"
six thousand one hundred and forty nine,6149,"[6, 1000, 1, 100, 0, 40, 9]",6149.0,"[6, 1000, 1, 100, 0, 40, 9]"
six thousand one hundred and fifty,6150,"[6, 1000, 1, 100, 0, 50]",6150.0,"[6, 1000, 1, 100, 0, 50, 0]"
six thousand one hundred and fifty one,6151,"[6, 1000, 1, 100, 0, 50, 1]",6151.0,"[6, 1000, 1, 100, 0, 50, 1]"
six thousand one hundred and fifty two,6152,"[6, 1000, 1, 100, 0, 50, 2]",6152.0,"[6, 1000, 1, 100, 0, 50, 2]"
six thousand one hundred and fifty three,6153,"[6, 1000, 1, 100, 0, 50, 3]",6153.0,"[6, 1000, 1, 100, 0, 50, 3]"
six thousand one hundred and fifty four,6154,"[6, 1000, 1, 100, 0, 50, 4]",6154.0,"[6, 1000, 1, 100, 0, 50, 4]"
six thousand one hundred and fifty five,6155,"[6, 1000, 1, 100, 0, 50, 5]",6155.0,"[6, 1000, 1, 100, 0, 50, 5]"
six thousand one hundred and fifty six,6156,"[6, 1000, 1, 100, 0, 50, 6]",6156.0,"[6, 1000, 1, 100, 0, 50, 6]"
six thousand one hundred and fifty seven,6157,"[6, 1000, 1, 100, 0, 50, 7]",6157.0,"[6, 1000, 1, 100, 0, 50, 7]"
six thousand one hundred and fifty eight,6158,"[6, 1000, 1, 100, 0, 50, 8]",6158.0,"[6, 1000, 1, 100, 0, 50, 8]"
six thousand one hundred and fifty nine,6159,"[6, 1000, 1, 100, 0, 50, 9]",6159.0,"[6, 1000, 1, 100, 0, 50, 9]"
six thousand one hundred and sixty,6160,"[6, 1000, 1, 100, 0, 60]",6160.0,"[6, 1000, 1, 100, 0, 60, 0]"
six thousand one hundred and sixty one,6161,"[6, 1000, 1, 100, 0, 60, 1]",6161.0,"[6, 1000, 1, 100, 0, 60, 1]"
six thousand one hundred and sixty two,6162,"[6, 1000, 1, 100, 0, 60, 2]",6162.0,"[6, 1000, 1, 100, 0, 60, 2]"
six thousand one hundred and sixty three,6163,"[6, 1000, 1, 100, 0, 60, 3]",6163.0,"[6, 1000, 1, 100, 0, 60, 3]"
six thousand one hundred and sixty four,6164,"[6, 1000, 1, 100, 0, 60, 4]",6164.0,"[6, 1000, 1, 100, 0, 60, 4]"
six thousand one hundred and sixty five,6165,"[6, 1000, 1, 100, 0, 60, 5]",6165.0,"[6, 1000, 1, 100, 0, 60, 5]"
six thousand one hundred and sixty six,6166,"[6, 1000, 1, 100, 0, 60, 6]",6166.0,"[6, 1000, 1, 100, 0, 60, 6]"
six thousand one hundred and sixty seven,6167,"[6, 1000, 1, 100, 0, 60, 7]",6167.0,"[6, 1000, 1, 100, 0, 60, 7]"
six thousand one hundred and sixty eight,6168,"[6, 1000, 1, 100, 0, 60, 8]",6168.0,"[6, 1000, 1, 100, 0, 60, 8]"
six thousand one hundred and sixty nine,6169,"[6, 1000, 1, 100, 0, 60, 9]",6169.0,"[6, 1000, 1, 100, 0, 60, 9]"
six thousand one hundred and seventy,6170,"[6, 1000, 1, 100, 0, 70]",6170.0,"[6, 1000, 1, 100, 0, 70, 0]"
six thousand one hundred and seventy one,6171,"[6, 1000, 1, 100, 0, 70, 1]",6171.0,"[6, 1000, 1, 100, 0, 70, 1]"
six thousand one hundred and seventy two,6172,"[6, 1000, 1, 100, 0, 70, 2]",6172.0,"[6, 1000, 1, 100, 0, 70, 2]"
six thousand one hundred and seventy three,6173,"[6, 1000, 1, 100, 0, 70, 3]",6173.0,"[6, 1000, 1, 100, 0, 70, 3]"
six thousand one hundred and seventy four,6174,"[6, 1000, 1, 100, 0, 70, 4]",6174.0,"[6, 1000, 1, 100, 0, 70, 4]"
six thousand one hundred and seventy five,6175,"[6, 1000, 1, 100, 0, 70, 5]",6175.0,"[6, 1000, 1, 100, 0, 70, 5]"
six thousand one hundred and seventy six,6176,"[6, 1000, 1, 100, 0, 70, 6]",6176.0,"[6, 1000, 1, 100, 0, 70, 6]"
six thousand one hundred and seventy seven,6177,"[6, 1000, 1, 100, 0, 70, 7]",6177.0,"[6, 1000, 1, 100, 0, 70, 7]"
six thousand one hundred and seventy eight,6178,"[6, 1000, 1, 100, 0, 70, 8]",6178.0,"[6, 1000, 1, 100, 0, 70, 8]"
six thousand one hundred and seventy nine,6179,"[6, 1000, 1, 100, 0, 70, 9]",6179.0,"[6, 1000, 1, 100, 0, 70, 9]"
six thousand one hundred and eighty,6180,"[6, 1000, 1, 100, 0, 80]",6180.0,"[6, 1000, 1, 100, 0, 80, 0]"
six thousand one hundred and eighty one,6181,"[6, 1000, 1, 100, 0, 80, 1]",6181.0,"[6, 1000, 1, 100, 0, 80, 1]"
six thousand one hundred and eighty two,6182,"[6, 1000, 1, 100, 0, 80, 2]",6182.0,"[6, 1000, 1, 100, 0, 80, 2]"
six thousand one hundred and eighty three,6183,"[6, 1000, 1, 100, 0, 80, 3]",6183.0,"[6, 1000, 1, 100, 0, 80, 3]"
six thousand one hundred and eighty four,6184,"[6, 1000, 1, 100, 0, 80, 4]",6184.0,"[6, 1000, 1, 100, 0, 80, 4]"
six thousand one hundred and eighty five,6185,"[6, 1000, 1, 100, 0, 80, 5]",6185.0,"[6, 1000, 1, 100, 0, 80, 5]"
six thousand one hundred and eighty six,6186,"[6, 1000, 1, 100, 0, 80, 6]",6186.0,"[6, 1000, 1, 100, 0, 80, 6]"
six thousand one hundred and eighty seven,6187,"[6, 1000, 1, 100, 0, 80, 7]",6187.0,"[6, 1000, 1, 100, 0, 80, 7]"
six thousand one hundred and eighty eight,6188,"[6, 1000, 1, 100, 0, 80, 8]",6188.0,"[6, 1000, 1, 100, 0, 80, 8]"
six thousand one hundred and eighty nine,6189,"[6, 1000, 1, 100, 0, 80, 9]",6189.0,"[6, 1000, 1, 100, 0, 80, 9]"
six thousand one hundred and ninety,6190,"[6, 1000, 1, 100, 0, 90]",6190.0,"[6, 1000, 1, 100, 0, 90, 0]"
six thousand one hundred and ninety one,6191,"[6, 1000, 1, 100, 0, 90, 1]",6191.0,"[6, 1000, 1, 100, 0, 90, 1]"
six thousand one hundred and ninety two,6192,"[6, 1000, 1, 100, 0, 90, 2]",6192.0,"[6, 1000, 1, 100, 0, 90, 2]"
six thousand one hundred and ninety three,6193,"[6, 1000, 1, 100, 0, 90, 3]",6193.0,"[6, 1000, 1, 100, 0, 90, 3]"
six thousand one hundred and ninety four,6194,"[6, 1000, 1, 100, 0, 90, 4]",6194.0,"[6, 1000, 1, 100, 0, 90, 4]"
six thousand one hundred and ninety five,6195,"[6, 1000, 1, 100, 0, 90, 5]",6195.0,"[6, 1000, 1, 100, 0, 90, 5]"
six thousand one hundred and ninety six,6196,"[6, 1000, 1, 100, 0, 90, 6]",6196.0,"[6, 1000, 1, 100, 0, 90, 6]"
six thousand one hundred and ninety seven,6197,"[6, 1000, 1, 100, 0, 90, 7]",6197.0,"[6, 1000, 1, 100, 0, 90, 7]"
six thousand one hundred and ninety eight,6198,"[6, 1000, 1, 100, 0, 90, 8]",6198.0,"[6, 1000, 1, 100, 0, 90, 8]"
six thousand one hundred and ninety nine,6199,"[6, 1000, 1, 100, 0, 90, 9]",6199.0,"[6, 1000, 1, 100, 0, 90, 9]"
six thousand two hundred and,6200,"[6, 1000, 2, 100, 0]",6200.0,"[6, 1000, 2, 100, 0, 0, 0]"
six thousand two hundred and one,6201,"[6, 1000, 2, 100, 0, 1]",6201.0,"[6, 1000, 2, 100, 0, 1, 0]"
six thousand two hundred and two,6202,"[6, 1000, 2, 100, 0, 2]",6202.0,"[6, 1000, 2, 100, 0, 2, 0]"
six thousand two hundred and three,6203,"[6, 1000, 2, 100, 0, 3]",6203.0,"[6, 1000, 2, 100, 0, 3, 0]"
six thousand two hundred and four,6204,"[6, 1000, 2, 100, 0, 4]",6204.0,"[6, 1000, 2, 100, 0, 4, 0]"
six thousand two hundred and five,6205,"[6, 1000, 2, 100, 0, 5]",6205.0,"[6, 1000, 2, 100, 0, 5, 0]"
six thousand two hundred and six,6206,"[6, 1000, 2, 100, 0, 6]",6206.0,"[6, 1000, 2, 100, 0, 6, 0]"
six thousand two hundred and seven,6207,"[6, 1000, 2, 100, 0, 7]",6207.0,"[6, 1000, 2, 100, 0, 7, 0]"
six thousand two hundred and eight,6208,"[6, 1000, 2, 100, 0, 8]",6208.0,"[6, 1000, 2, 100, 0, 8, 0]"
six thousand two hundred and nine,6209,"[6, 1000, 2, 100, 0, 9]",6209.0,"[6, 1000, 2, 100, 0, 9, 0]"
six thousand two hundred and ten,6210,"[6, 1000, 2, 100, 0, 10]",6210.0,"[6, 1000, 2, 100, 0, 10, 0]"
six thousand two hundred and eleven,6211,"[6, 1000, 2, 100, 0, 11]",6211.0,"[6, 1000, 2, 100, 0, 11, 0]"
six thousand two hundred and twelve,6212,"[6, 1000, 2, 100, 0, 12]",6212.0,"[6, 1000, 2, 100, 0, 12, 0]"
six thousand two hundred and thirteen,6213,"[6, 1000, 2, 100, 0, 13]",6213.0,"[6, 1000, 2, 100, 0, 13, 0]"
six thousand two hundred and fourteen,6214,"[6, 1000, 2, 100, 0, 14]",6214.0,"[6, 1000, 2, 100, 0, 14, 0]"
six thousand two hundred and fifteen,6215,"[6, 1000, 2, 100, 0, 15]",6215.0,"[6, 1000, 2, 100, 0, 15, 0]"
six thousand two hundred and sixteen,6216,"[6, 1000, 2, 100, 0, 16]",6216.0,"[6, 1000, 2, 100, 0, 16, 0]"
six thousand two hundred and seventeen,6217,"[6, 1000, 2, 100, 0, 17]",6217.0,"[6, 1000, 2, 100, 0, 17, 0]"
six thousand two hundred and eighteen,6218,"[6, 1000, 2, 100, 0, 18]",6218.0,"[6, 1000, 2, 100, 0, 18, 0]"
six thousand two hundred and nineteen,6219,"[6, 1000, 2, 100, 0, 19]",6219.0,"[6, 1000, 2, 100, 0, 19, 0]"
six thousand two hundred and twenty,6220,"[6, 1000, 2, 100, 0, 20]",6220.0,"[6, 1000, 2, 100, 0, 20, 0]"
six thousand two hundred and twenty one,6221,"[6, 1000, 2, 100, 0, 20, 1]",6221.0,"[6, 1000, 2, 100, 0, 20, 1]"
six thousand two hundred and twenty two,6222,"[6, 1000, 2, 100, 0, 20, 2]",6222.0,"[6, 1000, 2, 100, 0, 20, 2]"
six thousand two hundred and twenty three,6223,"[6, 1000, 2, 100, 0, 20, 3]",6223.0,"[6, 1000, 2, 100, 0, 20, 3]"
six thousand two hundred and twenty four,6224,"[6, 1000, 2, 100, 0, 20, 4]",6224.0,"[6, 1000, 2, 100, 0, 20, 4]"
six thousand two hundred and twenty five,6225,"[6, 1000, 2, 100, 0, 20, 5]",6225.0,"[6, 1000, 2, 100, 0, 20, 5]"
six thousand two hundred and twenty six,6226,"[6, 1000, 2, 100, 0, 20, 6]",6226.0,"[6, 1000, 2, 100, 0, 20, 6]"
six thousand two hundred and twenty seven,6227,"[6, 1000, 2, 100, 0, 20, 7]",6227.0,"[6, 1000, 2, 100, 0, 20, 7]"
six thousand two hundred and twenty eight,6228,"[6, 1000, 2, 100, 0, 20, 8]",6228.0,"[6, 1000, 2, 100, 0, 20, 8]"
six thousand two hundred and twenty nine,6229,"[6, 1000, 2, 100, 0, 20, 9]",6229.0,"[6, 1000, 2, 100, 0, 20, 9]"
six thousand two hundred and thirty,6230,"[6, 1000, 2, 100, 0, 30]",6230.0,"[6, 1000, 2, 100, 0, 30, 0]"
six thousand two hundred and thirty one,6231,"[6, 1000, 2, 100, 0, 30, 1]",6231.0,"[6, 1000, 2, 100, 0, 30, 1]"
six thousand two hundred and thirty two,6232,"[6, 1000, 2, 100, 0, 30, 2]",6232.0,"[6, 1000, 2, 100, 0, 30, 2]"
six thousand two hundred and thirty three,6233,"[6, 1000, 2, 100, 0, 30, 3]",6233.0,"[6, 1000, 2, 100, 0, 30, 3]"
six thousand two hundred and thirty four,6234,"[6, 1000, 2, 100, 0, 30, 4]",6234.0,"[6, 1000, 2, 100, 0, 30, 4]"
six thousand two hundred and thirty five,6235,"[6, 1000, 2, 100, 0, 30, 5]",6235.0,"[6, 1000, 2, 100, 0, 30, 5]"
six thousand two hundred and thirty six,6236,"[6, 1000, 2, 100, 0, 30, 6]",6236.0,"[6, 1000, 2, 100, 0, 30, 6]"
six thousand two hundred and thirty seven,6237,"[6, 1000, 2, 100, 0, 30, 7]",6237.0,"[6, 1000, 2, 100, 0, 30, 7]"
six thousand two hundred and thirty eight,6238,"[6, 1000, 2, 100, 0, 30, 8]",6238.0,"[6, 1000, 2, 100, 0, 30, 8]"
six thousand two hundred and thirty nine,6239,"[6, 1000, 2, 100, 0, 30, 9]",6239.0,"[6, 1000, 2, 100, 0, 30, 9]"
six thousand two hundred and forty,6240,"[6, 1000, 2, 100, 0, 40]",6240.0,"[6, 1000, 2, 100, 0, 40, 0]"
six thousand two hundred and forty one,6241,"[6, 1000, 2, 100, 0, 40, 1]",6241.0,"[6, 1000, 2, 100, 0, 40, 1]"
six thousand two hundred and forty two,6242,"[6, 1000, 2, 100, 0, 40, 2]",6242.0,"[6, 1000, 2, 100, 0, 40, 2]"
six thousand two hundred and forty three,6243,"[6, 1000, 2, 100, 0, 40, 3]",6243.0,"[6, 1000, 2, 100, 0, 40, 3]"
six thousand two hundred and forty four,6244,"[6, 1000, 2, 100, 0, 40, 4]",6244.0,"[6, 1000, 2, 100, 0, 40, 4]"
six thousand two hundred and forty five,6245,"[6, 1000, 2, 100, 0, 40, 5]",6245.0,"[6, 1000, 2, 100, 0, 40, 5]"
six thousand two hundred and forty six,6246,"[6, 1000, 2, 100, 0, 40, 6]",6246.0,"[6, 1000, 2, 100, 0, 40, 6]"
six thousand two hundred and forty seven,6247,"[6, 1000, 2, 100, 0, 40, 7]",6247.0,"[6, 1000, 2, 100, 0, 40, 7]"
six thousand two hundred and forty eight,6248,"[6, 1000, 2, 100, 0, 40, 8]",6248.0,"[6, 1000, 2, 100, 0, 40, 8]"
six thousand two hundred and forty nine,6249,"[6, 1000, 2, 100, 0, 40, 9]",6249.0,"[6, 1000, 2, 100, 0, 40, 9]"
six thousand two hundred and fifty,6250,"[6, 1000, 2, 100, 0, 50]",6250.0,"[6, 1000, 2, 100, 0, 50, 0]"
six thousand two hundred and fifty one,6251,"[6, 1000, 2, 100, 0, 50, 1]",6251.0,"[6, 1000, 2, 100, 0, 50, 1]"
six thousand two hundred and fifty two,6252,"[6, 1000, 2, 100, 0, 50, 2]",6252.0,"[6, 1000, 2, 100, 0, 50, 2]"
six thousand two hundred and fifty three,6253,"[6, 1000, 2, 100, 0, 50, 3]",6253.0,"[6, 1000, 2, 100, 0, 50, 3]"
six thousand two hundred and fifty four,6254,"[6, 1000, 2, 100, 0, 50, 4]",6254.0,"[6, 1000, 2, 100, 0, 50, 4]"
six thousand two hundred and fifty five,6255,"[6, 1000, 2, 100, 0, 50, 5]",6255.0,"[6, 1000, 2, 100, 0, 50, 5]"
six thousand two hundred and fifty six,6256,"[6, 1000, 2, 100, 0, 50, 6]",6256.0,"[6, 1000, 2, 100, 0, 50, 6]"
six thousand two hundred and fifty seven,6257,"[6, 1000, 2, 100, 0, 50, 7]",6257.0,"[6, 1000, 2, 100, 0, 50, 7]"
six thousand two hundred and fifty eight,6258,"[6, 1000, 2, 100, 0, 50, 8]",6258.0,"[6, 1000, 2, 100, 0, 50, 8]"
six thousand two hundred and fifty nine,6259,"[6, 1000, 2, 100, 0, 50, 9]",6259.0,"[6, 1000, 2, 100, 0, 50, 9]"
six thousand two hundred and sixty,6260,"[6, 1000, 2, 100, 0, 60]",6260.0,"[6, 1000, 2, 100, 0, 60, 0]"
six thousand two hundred and sixty one,6261,"[6, 1000, 2, 100, 0, 60, 1]",6261.0,"[6, 1000, 2, 100, 0, 60, 1]"
six thousand two hundred and sixty two,6262,"[6, 1000, 2, 100, 0, 60, 2]",6262.0,"[6, 1000, 2, 100, 0, 60, 2]"
six thousand two hundred and sixty three,6263,"[6, 1000, 2, 100, 0, 60, 3]",6263.0,"[6, 1000, 2, 100, 0, 60, 3]"
six thousand two hundred and sixty four,6264,"[6, 1000, 2, 100, 0, 60, 4]",6264.0,"[6, 1000, 2, 100, 0, 60, 4]"
six thousand two hundred and sixty five,6265,"[6, 1000, 2, 100, 0, 60, 5]",6265.0,"[6, 1000, 2, 100, 0, 60, 5]"
six thousand two hundred and sixty six,6266,"[6, 1000, 2, 100, 0, 60, 6]",6266.0,"[6, 1000, 2, 100, 0, 60, 6]"
six thousand two hundred and sixty seven,6267,"[6, 1000, 2, 100, 0, 60, 7]",6267.0,"[6, 1000, 2, 100, 0, 60, 7]"
six thousand two hundred and sixty eight,6268,"[6, 1000, 2, 100, 0, 60, 8]",6268.0,"[6, 1000, 2, 100, 0, 60, 8]"
six thousand two hundred and sixty nine,6269,"[6, 1000, 2, 100, 0, 60, 9]",6269.0,"[6, 1000, 2, 100, 0, 60, 9]"
six thousand two hundred and seventy,6270,"[6, 1000, 2, 100, 0, 70]",6270.0,"[6, 1000, 2, 100, 0, 70, 0]"
six thousand two hundred and seventy one,6271,"[6, 1000, 2, 100, 0, 70, 1]",6271.0,"[6, 1000, 2, 100, 0, 70, 1]"
six thousand two hundred and seventy two,6272,"[6, 1000, 2, 100, 0, 70, 2]",6272.0,"[6, 1000, 2, 100, 0, 70, 2]"
six thousand two hundred and seventy three,6273,"[6, 1000, 2, 100, 0, 70, 3]",6273.0,"[6, 1000, 2, 100, 0, 70, 3]"
six thousand two hundred and seventy four,6274,"[6, 1000, 2, 100, 0, 70, 4]",6274.0,"[6, 1000, 2, 100, 0, 70, 4]"
six thousand two hundred and seventy five,6275,"[6, 1000, 2, 100, 0, 70, 5]",6275.0,"[6, 1000, 2, 100, 0, 70, 5]"
six thousand two hundred and seventy six,6276,"[6, 1000, 2, 100, 0, 70, 6]",6276.0,"[6, 1000, 2, 100, 0, 70, 6]"
six thousand two hundred and seventy seven,6277,"[6, 1000, 2, 100, 0, 70, 7]",6277.0,"[6, 1000, 2, 100, 0, 70, 7]"
six thousand two hundred and seventy eight,6278,"[6, 1000, 2, 100, 0, 70, 8]",6278.0,"[6, 1000, 2, 100, 0, 70, 8]"
six thousand two hundred and seventy nine,6279,"[6, 1000, 2, 100, 0, 70, 9]",6279.0,"[6, 1000, 2, 100, 0, 70, 9]"
six thousand two hundred and eighty,6280,"[6, 1000, 2, 100, 0, 80]",6280.0,"[6, 1000, 2, 100, 0, 80, 0]"
six thousand two hundred and eighty one,6281,"[6, 1000, 2, 100, 0, 80, 1]",6281.0,"[6, 1000, 2, 100, 0, 80, 1]"
six thousand two hundred and eighty two,6282,"[6, 1000, 2, 100, 0, 80, 2]",6282.0,"[6, 1000, 2, 100, 0, 80, 2]"
six thousand two hundred and eighty three,6283,"[6, 1000, 2, 100, 0, 80, 3]",6283.0,"[6, 1000, 2, 100, 0, 80, 3]"
six thousand two hundred and eighty four,6284,"[6, 1000, 2, 100, 0, 80, 4]",6284.0,"[6, 1000, 2, 100, 0, 80, 4]"
six thousand two hundred and eighty five,6285,"[6, 1000, 2, 100, 0, 80, 5]",6285.0,"[6, 1000, 2, 100, 0, 80, 5]"
six thousand two hundred and eighty six,6286,"[6, 1000, 2, 100, 0, 80, 6]",6286.0,"[6, 1000, 2, 100, 0, 80, 6]"
six thousand two hundred and eighty seven,6287,"[6, 1000, 2, 100, 0, 80, 7]",6287.0,"[6, 1000, 2, 100, 0, 80, 7]"
six thousand two hundred and eighty eight,6288,"[6, 1000, 2, 100, 0, 80, 8]",6288.0,"[6, 1000, 2, 100, 0, 80, 8]"
six thousand two hundred and eighty nine,6289,"[6, 1000, 2, 100, 0, 80, 9]",6289.0,"[6, 1000, 2, 100, 0, 80, 9]"
six thousand two hundred and ninety,6290,"[6, 1000, 2, 100, 0, 90]",6290.0,"[6, 1000, 2, 100, 0, 90, 0]"
six thousand two hundred and ninety one,6291,"[6, 1000, 2, 100, 0, 90, 1]",6291.0,"[6, 1000, 2, 100, 0, 90, 1]"
six thousand two hundred and ninety two,6292,"[6, 1000, 2, 100, 0, 90, 2]",6292.0,"[6, 1000, 2, 100, 0, 90, 2]"
six thousand two hundred and ninety three,6293,"[6, 1000, 2, 100, 0, 90, 3]",6293.0,"[6, 1000, 2, 100, 0, 90, 3]"
six thousand two hundred and ninety four,6294,"[6, 1000, 2, 100, 0, 90, 4]",6294.0,"[6, 1000, 2, 100, 0, 90, 4]"
six thousand two hundred and ninety five,6295,"[6, 1000, 2, 100, 0, 90, 5]",6295.0,"[6, 1000, 2, 100, 0, 90, 5]"
six thousand two hundred and ninety six,6296,"[6, 1000, 2, 100, 0, 90, 6]",6296.0,"[6, 1000, 2, 100, 0, 90, 6]"
six thousand two hundred and ninety seven,6297,"[6, 1000, 2, 100, 0, 90, 7]",6297.0,"[6, 1000, 2, 100, 0, 90, 7]"
six thousand two hundred and ninety eight,6298,"[6, 1000, 2, 100, 0, 90, 8]",6298.0,"[6, 1000, 2, 100, 0, 90, 8]"
six thousand two hundred and ninety nine,6299,"[6, 1000, 2, 100, 0, 90, 9]",6299.0,"[6, 1000, 2, 100, 0, 90, 9]"
six thousand three hundred and,6300,"[6, 1000, 3, 100, 0]",6300.0,"[6, 1000, 3, 100, 0, 0, 0]"
six thousand three hundred and one,6301,"[6, 1000, 3, 100, 0, 1]",6301.0,"[6, 1000, 3, 100, 0, 1, 0]"
six thousand three hundred and two,6302,"[6, 1000, 3, 100, 0, 2]",6302.0,"[6, 1000, 3, 100, 0, 2, 0]"
six thousand three hundred and three,6303,"[6, 1000, 3, 100, 0, 3]",6303.0,"[6, 1000, 3, 100, 0, 3, 0]"
six thousand three hundred and four,6304,"[6, 1000, 3, 100, 0, 4]",6304.0,"[6, 1000, 3, 100, 0, 4, 0]"
six thousand three hundred and five,6305,"[6, 1000, 3, 100, 0, 5]",6305.0,"[6, 1000, 3, 100, 0, 5, 0]"
six thousand three hundred and six,6306,"[6, 1000, 3, 100, 0, 6]",6306.0,"[6, 1000, 3, 100, 0, 6, 0]"
six thousand three hundred and seven,6307,"[6, 1000, 3, 100, 0, 7]",6307.0,"[6, 1000, 3, 100, 0, 7, 0]"
six thousand three hundred and eight,6308,"[6, 1000, 3, 100, 0, 8]",6308.0,"[6, 1000, 3, 100, 0, 8, 0]"
six thousand three hundred and nine,6309,"[6, 1000, 3, 100, 0, 9]",6309.0,"[6, 1000, 3, 100, 0, 9, 0]"
six thousand three hundred and ten,6310,"[6, 1000, 3, 100, 0, 10]",6310.0,"[6, 1000, 3, 100, 0, 10, 0]"
six thousand three hundred and eleven,6311,"[6, 1000, 3, 100, 0, 11]",6311.0,"[6, 1000, 3, 100, 0, 11, 0]"
six thousand three hundred and twelve,6312,"[6, 1000, 3, 100, 0, 12]",6312.0,"[6, 1000, 3, 100, 0, 12, 0]"
six thousand three hundred and thirteen,6313,"[6, 1000, 3, 100, 0, 13]",6313.0,"[6, 1000, 3, 100, 0, 13, 0]"
six thousand three hundred and fourteen,6314,"[6, 1000, 3, 100, 0, 14]",6314.0,"[6, 1000, 3, 100, 0, 14, 0]"
six thousand three hundred and fifteen,6315,"[6, 1000, 3, 100, 0, 15]",6315.0,"[6, 1000, 3, 100, 0, 15, 0]"
six thousand three hundred and sixteen,6316,"[6, 1000, 3, 100, 0, 16]",6316.0,"[6, 1000, 3, 100, 0, 16, 0]"
six thousand three hundred and seventeen,6317,"[6, 1000, 3, 100, 0, 17]",6317.0,"[6, 1000, 3, 100, 0, 17, 0]"
six thousand three hundred and eighteen,6318,"[6, 1000, 3, 100, 0, 18]",6318.0,"[6, 1000, 3, 100, 0, 18, 0]"
six thousand three hundred and nineteen,6319,"[6, 1000, 3, 100, 0, 19]",6319.0,"[6, 1000, 3, 100, 0, 19, 0]"
six thousand three hundred and twenty,6320,"[6, 1000, 3, 100, 0, 20]",6320.0,"[6, 1000, 3, 100, 0, 20, 0]"
six thousand three hundred and twenty one,6321,"[6, 1000, 3, 100, 0, 20, 1]",6321.0,"[6, 1000, 3, 100, 0, 20, 1]"
six thousand three hundred and twenty two,6322,"[6, 1000, 3, 100, 0, 20, 2]",6322.0,"[6, 1000, 3, 100, 0, 20, 2]"
six thousand three hundred and twenty three,6323,"[6, 1000, 3, 100, 0, 20, 3]",6323.0,"[6, 1000, 3, 100, 0, 20, 3]"
six thousand three hundred and twenty four,6324,"[6, 1000, 3, 100, 0, 20, 4]",6324.0,"[6, 1000, 3, 100, 0, 20, 4]"
six thousand three hundred and twenty five,6325,"[6, 1000, 3, 100, 0, 20, 5]",6325.0,"[6, 1000, 3, 100, 0, 20, 5]"
six thousand three hundred and twenty six,6326,"[6, 1000, 3, 100, 0, 20, 6]",6326.0,"[6, 1000, 3, 100, 0, 20, 6]"
six thousand three hundred and twenty seven,6327,"[6, 1000, 3, 100, 0, 20, 7]",6327.0,"[6, 1000, 3, 100, 0, 20, 7]"
six thousand three hundred and twenty eight,6328,"[6, 1000, 3, 100, 0, 20, 8]",6328.0,"[6, 1000, 3, 100, 0, 20, 8]"
six thousand three hundred and twenty nine,6329,"[6, 1000, 3, 100, 0, 20, 9]",6329.0,"[6, 1000, 3, 100, 0, 20, 9]"
six thousand three hundred and thirty,6330,"[6, 1000, 3, 100, 0, 30]",6330.0,"[6, 1000, 3, 100, 0, 30, 0]"
six thousand three hundred and thirty one,6331,"[6, 1000, 3, 100, 0, 30, 1]",6331.0,"[6, 1000, 3, 100, 0, 30, 1]"
six thousand three hundred and thirty two,6332,"[6, 1000, 3, 100, 0, 30, 2]",6332.0,"[6, 1000, 3, 100, 0, 30, 2]"
six thousand three hundred and thirty three,6333,"[6, 1000, 3, 100, 0, 30, 3]",6333.0,"[6, 1000, 3, 100, 0, 30, 3]"
six thousand three hundred and thirty four,6334,"[6, 1000, 3, 100, 0, 30, 4]",6334.0,"[6, 1000, 3, 100, 0, 30, 4]"
six thousand three hundred and thirty five,6335,"[6, 1000, 3, 100, 0, 30, 5]",6335.0,"[6, 1000, 3, 100, 0, 30, 5]"
six thousand three hundred and thirty six,6336,"[6, 1000, 3, 100, 0, 30, 6]",6336.0,"[6, 1000, 3, 100, 0, 30, 6]"
six thousand three hundred and thirty seven,6337,"[6, 1000, 3, 100, 0, 30, 7]",6337.0,"[6, 1000, 3, 100, 0, 30, 7]"
six thousand three hundred and thirty eight,6338,"[6, 1000, 3, 100, 0, 30, 8]",6338.0,"[6, 1000, 3, 100, 0, 30, 8]"
six thousand three hundred and thirty nine,6339,"[6, 1000, 3, 100, 0, 30, 9]",6339.0,"[6, 1000, 3, 100, 0, 30, 9]"
six thousand three hundred and forty,6340,"[6, 1000, 3, 100, 0, 40]",6340.0,"[6, 1000, 3, 100, 0, 40, 0]"
six thousand three hundred and forty one,6341,"[6, 1000, 3, 100, 0, 40, 1]",6341.0,"[6, 1000, 3, 100, 0, 40, 1]"
six thousand three hundred and forty two,6342,"[6, 1000, 3, 100, 0, 40, 2]",6342.0,"[6, 1000, 3, 100, 0, 40, 2]"
six thousand three hundred and forty three,6343,"[6, 1000, 3, 100, 0, 40, 3]",6343.0,"[6, 1000, 3, 100, 0, 40, 3]"
six thousand three hundred and forty four,6344,"[6, 1000, 3, 100, 0, 40, 4]",6344.0,"[6, 1000, 3, 100, 0, 40, 4]"
